step 0, train : gen_loss is 0.479281, disc_loss is 2.47521,, cls_loss is 1.33154
step 10, train : gen_loss is 0.484492, disc_loss is 2.08279,, cls_loss is 1.3124
step 20, train : gen_loss is 0.485167, disc_loss is 2.07963,, cls_loss is 1.31167
step 30, train : gen_loss is 0.485188, disc_loss is 2.07944,, cls_loss is 1.30923
step 40, train : gen_loss is 0.485197, disc_loss is 2.07944,, cls_loss is 1.30828
step 50, train : gen_loss is 0.4852, disc_loss is 2.07952,, cls_loss is 1.30802
step 60, train : gen_loss is 0.485196, disc_loss is 2.07944,, cls_loss is 1.30794
step 70, train : gen_loss is 0.485198, disc_loss is 2.07944,, cls_loss is 1.3079
step 80, train : gen_loss is 0.485196, disc_loss is 2.07943,, cls_loss is 1.30789
step 90, train : gen_loss is 0.485197, disc_loss is 2.07951,, cls_loss is 1.30791
step 100, train : gen_loss is 0.485199, disc_loss is 2.07942,, cls_loss is 1.30788
step 110, train : gen_loss is 0.485197, disc_loss is 2.07944,, cls_loss is 1.30787
step 120, train : gen_loss is 0.485198, disc_loss is 2.07945,, cls_loss is 1.30787
step 130, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30787
step 140, train : gen_loss is 0.485199, disc_loss is 2.07944,, cls_loss is 1.30787
step 150, train : gen_loss is 0.485196, disc_loss is 2.07942,, cls_loss is 1.30788
step 160, train : gen_loss is 0.485181, disc_loss is 2.07944,, cls_loss is 1.30788
step 170, train : gen_loss is 0.485192, disc_loss is 2.07938,, cls_loss is 1.30799
step 180, train : gen_loss is 0.485168, disc_loss is 2.0795,, cls_loss is 1.3085
step 190, train : gen_loss is 0.485199, disc_loss is 2.07943,, cls_loss is 1.30829
step 200, train : gen_loss is 0.485194, disc_loss is 2.07937,, cls_loss is 1.30805
step 210, train : gen_loss is 0.485175, disc_loss is 2.07953,, cls_loss is 1.30816
step 220, train : gen_loss is 0.485198, disc_loss is 2.07943,, cls_loss is 1.30799
step 230, train : gen_loss is 0.485198, disc_loss is 2.07944,, cls_loss is 1.30792
step 240, train : gen_loss is 0.485199, disc_loss is 2.0795,, cls_loss is 1.30794
step 250, train : gen_loss is 0.4852, disc_loss is 2.07945,, cls_loss is 1.30801
step 260, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30792
step 270, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30789
step 280, train : gen_loss is 0.485185, disc_loss is 2.07944,, cls_loss is 1.30788
step 290, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 300, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30787
step 310, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 320, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30787
step 330, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30787
step 340, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 350, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30788
step 360, train : gen_loss is 0.4852, disc_loss is 2.07943,, cls_loss is 1.30788
step 370, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 380, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 390, train : gen_loss is 0.48517, disc_loss is 2.07941,, cls_loss is 1.30788
step 400, train : gen_loss is 0.4852, disc_loss is 2.07949,, cls_loss is 1.30796
step 410, train : gen_loss is 0.485198, disc_loss is 2.07945,, cls_loss is 1.30798
step 420, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 430, train : gen_loss is 0.4852, disc_loss is 2.07946,, cls_loss is 1.30789
step 440, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30792
step 450, train : gen_loss is 0.485199, disc_loss is 2.07944,, cls_loss is 1.30788
step 460, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30788
step 470, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30788
step 480, train : gen_loss is 0.4852, disc_loss is 2.07945,, cls_loss is 1.30787
step 490, train : gen_loss is 0.485181, disc_loss is 2.07944,, cls_loss is 1.30787
step 500, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 510, train : gen_loss is 0.485199, disc_loss is 2.07944,, cls_loss is 1.30787
step 520, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 530, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 540, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 550, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 560, train : gen_loss is 0.485199, disc_loss is 2.07944,, cls_loss is 1.30787
step 570, train : gen_loss is 0.485198, disc_loss is 2.07944,, cls_loss is 1.30787
step 580, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 590, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30787
step 600, train : gen_loss is 0.4852, disc_loss is 2.07945,, cls_loss is 1.30787
step 610, train : gen_loss is 0.485198, disc_loss is 2.07946,, cls_loss is 1.30787
step 620, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30792
step 630, train : gen_loss is 0.485191, disc_loss is 2.07944,, cls_loss is 1.30788
step 640, train : gen_loss is 0.485201, disc_loss is 2.07945,, cls_loss is 1.30798
step 650, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30794
step 660, train : gen_loss is 0.4852, disc_loss is 2.07945,, cls_loss is 1.30789
step 670, train : gen_loss is 0.485182, disc_loss is 2.07943,, cls_loss is 1.30799
step 680, train : gen_loss is 0.485193, disc_loss is 2.07943,, cls_loss is 1.30825
step 690, train : gen_loss is 0.4852, disc_loss is 2.07945,, cls_loss is 1.30835
step 700, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30811
step 710, train : gen_loss is 0.485201, disc_loss is 2.07941,, cls_loss is 1.30792
step 720, train : gen_loss is 0.485199, disc_loss is 2.07949,, cls_loss is 1.3079
step 730, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30788
step 740, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 750, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 760, train : gen_loss is 0.485201, disc_loss is 2.07946,, cls_loss is 1.30787
step 770, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30787
step 780, train : gen_loss is 0.485201, disc_loss is 2.07945,, cls_loss is 1.3079
step 790, train : gen_loss is 0.4852, disc_loss is 2.07945,, cls_loss is 1.30808
step 800, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 810, train : gen_loss is 0.485199, disc_loss is 2.07944,, cls_loss is 1.30789
step 820, train : gen_loss is 0.485199, disc_loss is 2.07944,, cls_loss is 1.30788
step 830, train : gen_loss is 0.485199, disc_loss is 2.07944,, cls_loss is 1.3079
step 840, train : gen_loss is 0.485184, disc_loss is 2.07945,, cls_loss is 1.30791
step 850, train : gen_loss is 0.485201, disc_loss is 2.07947,, cls_loss is 1.30797
step 860, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 870, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30788
step 880, train : gen_loss is 0.485199, disc_loss is 2.07944,, cls_loss is 1.30788
step 890, train : gen_loss is 0.485201, disc_loss is 2.0794,, cls_loss is 1.30787
step 900, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 910, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 920, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30787
step 930, train : gen_loss is 0.485192, disc_loss is 2.0794,, cls_loss is 1.30788
step 940, train : gen_loss is 0.485175, disc_loss is 2.07944,, cls_loss is 1.308
step 950, train : gen_loss is 0.485176, disc_loss is 2.07945,, cls_loss is 1.30793
step 960, train : gen_loss is 0.485198, disc_loss is 2.07948,, cls_loss is 1.30818
step 970, train : gen_loss is 0.485201, disc_loss is 2.07949,, cls_loss is 1.308
step 980, train : gen_loss is 0.485188, disc_loss is 2.07949,, cls_loss is 1.30791
step 990, train : gen_loss is 0.48519, disc_loss is 2.07944,, cls_loss is 1.30789
test dataset : gen_loss is 0.485204, disc_loss is 2.07945, cls_loss is 1.30827
