step 0, train : gen_loss is 0.679063, disc_loss is 2.53254,, cls_loss is 2.73685
step 10, train : gen_loss is 0.692284, disc_loss is 2.0841,, cls_loss is 2.70493
step 20, train : gen_loss is 0.693133, disc_loss is 2.07946,, cls_loss is 2.70503
step 30, train : gen_loss is 0.693138, disc_loss is 2.07945,, cls_loss is 2.69846
step 40, train : gen_loss is 0.693143, disc_loss is 2.07945,, cls_loss is 2.69461
step 50, train : gen_loss is 0.693115, disc_loss is 2.07946,, cls_loss is 2.69344
step 60, train : gen_loss is 0.693141, disc_loss is 2.07944,, cls_loss is 2.69321
step 70, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69311
step 80, train : gen_loss is 0.693143, disc_loss is 2.07941,, cls_loss is 2.69304
step 90, train : gen_loss is 0.693142, disc_loss is 2.07947,, cls_loss is 2.69303
step 100, train : gen_loss is 0.693138, disc_loss is 2.07944,, cls_loss is 2.69301
step 110, train : gen_loss is 0.693143, disc_loss is 2.07945,, cls_loss is 2.693
step 120, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69301
step 130, train : gen_loss is 0.693139, disc_loss is 2.07944,, cls_loss is 2.69302
step 140, train : gen_loss is 0.693125, disc_loss is 2.07952,, cls_loss is 2.693
step 150, train : gen_loss is 0.693141, disc_loss is 2.07945,, cls_loss is 2.69305
step 160, train : gen_loss is 0.693142, disc_loss is 2.07946,, cls_loss is 2.69314
step 170, train : gen_loss is 0.693138, disc_loss is 2.07944,, cls_loss is 2.69305
step 180, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69301
step 190, train : gen_loss is 0.693142, disc_loss is 2.07945,, cls_loss is 2.69304
step 200, train : gen_loss is 0.693141, disc_loss is 2.07946,, cls_loss is 2.69305
step 210, train : gen_loss is 0.693144, disc_loss is 2.07946,, cls_loss is 2.693
step 220, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69299
step 230, train : gen_loss is 0.693144, disc_loss is 2.07943,, cls_loss is 2.69298
step 240, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69301
step 250, train : gen_loss is 0.693139, disc_loss is 2.07943,, cls_loss is 2.69301
step 260, train : gen_loss is 0.693142, disc_loss is 2.07945,, cls_loss is 2.693
step 270, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 280, train : gen_loss is 0.693133, disc_loss is 2.07944,, cls_loss is 2.69297
step 290, train : gen_loss is 0.693135, disc_loss is 2.07944,, cls_loss is 2.69299
step 300, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 310, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69299
step 320, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69299
step 330, train : gen_loss is 0.693143, disc_loss is 2.07945,, cls_loss is 2.69299
step 340, train : gen_loss is 0.69314, disc_loss is 2.07944,, cls_loss is 2.69299
step 350, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69302
step 360, train : gen_loss is 0.693141, disc_loss is 2.0795,, cls_loss is 2.69302
step 370, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69322
step 380, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69309
step 390, train : gen_loss is 0.69312, disc_loss is 2.07943,, cls_loss is 2.69306
step 400, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69306
step 410, train : gen_loss is 0.693143, disc_loss is 2.07945,, cls_loss is 2.69312
step 420, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69302
step 430, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.693
step 440, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69299
step 450, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 460, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 470, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69299
step 480, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 490, train : gen_loss is 0.693144, disc_loss is 2.07947,, cls_loss is 2.69297
step 500, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 510, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 520, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 530, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69299
step 540, train : gen_loss is 0.693141, disc_loss is 2.07944,, cls_loss is 2.69299
step 550, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 560, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 570, train : gen_loss is 0.693133, disc_loss is 2.07944,, cls_loss is 2.69299
step 580, train : gen_loss is 0.693142, disc_loss is 2.07945,, cls_loss is 2.69297
step 590, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69489
step 600, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69384
step 610, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69365
step 620, train : gen_loss is 0.693134, disc_loss is 2.07944,, cls_loss is 2.69382
step 630, train : gen_loss is 0.693132, disc_loss is 2.07944,, cls_loss is 2.69317
step 640, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69303
step 650, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69302
step 660, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 670, train : gen_loss is 0.693143, disc_loss is 2.07945,, cls_loss is 2.69616
step 680, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69519
step 690, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69351
step 700, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69311
step 710, train : gen_loss is 0.693114, disc_loss is 2.07944,, cls_loss is 2.69341
step 720, train : gen_loss is 0.693133, disc_loss is 2.07945,, cls_loss is 2.69515
step 730, train : gen_loss is 0.693125, disc_loss is 2.07943,, cls_loss is 2.69431
step 740, train : gen_loss is 0.693141, disc_loss is 2.07944,, cls_loss is 2.69341
step 750, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.6943
step 760, train : gen_loss is 0.693129, disc_loss is 2.07945,, cls_loss is 2.69418
step 770, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69356
step 780, train : gen_loss is 0.693143, disc_loss is 2.07945,, cls_loss is 2.69319
step 790, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69306
step 800, train : gen_loss is 0.693139, disc_loss is 2.07948,, cls_loss is 2.69303
step 810, train : gen_loss is 0.693116, disc_loss is 2.07939,, cls_loss is 2.693
step 820, train : gen_loss is 0.692977, disc_loss is 2.0794,, cls_loss is 2.69366
step 830, train : gen_loss is 0.693141, disc_loss is 2.07944,, cls_loss is 2.69387
step 840, train : gen_loss is 0.693138, disc_loss is 2.07945,, cls_loss is 2.69354
step 850, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.6932
step 860, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69308
step 870, train : gen_loss is 0.693141, disc_loss is 2.07944,, cls_loss is 2.69302
