step 0, train : gen_loss is 0.468553, disc_loss is 2.33,, cls_loss is 1.33781
step 10, train : gen_loss is 0.485045, disc_loss is 2.08007,, cls_loss is 1.31049
step 20, train : gen_loss is 0.485115, disc_loss is 2.07954,, cls_loss is 1.30956
step 30, train : gen_loss is 0.485195, disc_loss is 2.07956,, cls_loss is 1.309
step 40, train : gen_loss is 0.485195, disc_loss is 2.07946,, cls_loss is 1.30881
step 50, train : gen_loss is 0.485198, disc_loss is 2.07944,, cls_loss is 1.30852
step 60, train : gen_loss is 0.485199, disc_loss is 2.07944,, cls_loss is 1.30828
step 70, train : gen_loss is 0.485198, disc_loss is 2.07944,, cls_loss is 1.30823
step 80, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30811
step 90, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30804
step 100, train : gen_loss is 0.485199, disc_loss is 2.07944,, cls_loss is 1.30807
step 110, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30799
step 120, train : gen_loss is 0.485201, disc_loss is 2.07943,, cls_loss is 1.30798
step 130, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30807
step 140, train : gen_loss is 0.485185, disc_loss is 2.07945,, cls_loss is 1.30801
step 150, train : gen_loss is 0.4852, disc_loss is 2.07945,, cls_loss is 1.30798
step 160, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30798
step 170, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30796
step 180, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30795
step 190, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30793
step 200, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30794
step 210, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30811
step 220, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30809
step 230, train : gen_loss is 0.485201, disc_loss is 2.07946,, cls_loss is 1.30798
step 240, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30793
step 250, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30794
step 260, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30792
step 270, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30792
step 280, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 290, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30792
step 300, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 310, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30792
step 320, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30792
step 330, train : gen_loss is 0.485201, disc_loss is 2.07945,, cls_loss is 1.30789
step 340, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 350, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30799
step 360, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30815
step 370, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30798
step 380, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 390, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 400, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 410, train : gen_loss is 0.485201, disc_loss is 2.07945,, cls_loss is 1.30788
step 420, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 430, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 440, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 450, train : gen_loss is 0.485201, disc_loss is 2.07945,, cls_loss is 1.30789
step 460, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 470, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 480, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 490, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 500, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 510, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 520, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 530, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 540, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 550, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 560, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 570, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 580, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30786
step 590, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 600, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 610, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30784
step 620, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 630, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 640, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 650, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 660, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 670, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30786
step 680, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 690, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 700, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30785
step 710, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 720, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 730, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 740, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30786
step 750, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 760, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30798
step 770, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 780, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 790, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30792
step 800, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 810, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 820, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 830, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 840, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 850, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 860, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30784
step 870, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30786
step 880, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 890, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 900, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30786
step 910, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30784
step 920, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.308
step 930, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.308
step 940, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 950, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 960, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 970, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 980, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 990, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30786
test dataset : gen_loss is 0.485204, disc_loss is 2.07945, cls_loss is 1.30828
