step 0, train : gen_loss is 0.651104, disc_loss is 2.59959,, cls_loss is 2.74399
step 10, train : gen_loss is 0.692657, disc_loss is 2.07973,, cls_loss is 2.70202
step 20, train : gen_loss is 0.69292, disc_loss is 2.0804,, cls_loss is 2.70128
step 30, train : gen_loss is 0.693108, disc_loss is 2.07945,, cls_loss is 2.70186
step 40, train : gen_loss is 0.693121, disc_loss is 2.07945,, cls_loss is 2.69854
step 50, train : gen_loss is 0.693141, disc_loss is 2.07944,, cls_loss is 2.69601
step 60, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69465
step 70, train : gen_loss is 0.693141, disc_loss is 2.07958,, cls_loss is 2.69429
step 80, train : gen_loss is 0.693141, disc_loss is 2.07945,, cls_loss is 2.69464
step 90, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69464
step 100, train : gen_loss is 0.693142, disc_loss is 2.07945,, cls_loss is 2.69393
step 110, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69367
step 120, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69387
step 130, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69382
step 140, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69372
step 150, train : gen_loss is 0.693145, disc_loss is 2.07945,, cls_loss is 2.69351
step 160, train : gen_loss is 0.693144, disc_loss is 2.07943,, cls_loss is 2.69339
step 170, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69343
step 180, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69341
step 190, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69335
step 200, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69351
step 210, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69336
step 220, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69324
step 230, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69331
step 240, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.6933
step 250, train : gen_loss is 0.693145, disc_loss is 2.07951,, cls_loss is 2.69346
step 260, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69352
step 270, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69331
step 280, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69319
step 290, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69316
step 300, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69328
step 310, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69327
step 320, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69316
step 330, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69399
step 340, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69399
step 350, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69354
step 360, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69325
step 370, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69316
step 380, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69349
step 390, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69379
step 400, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69359
step 410, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69335
step 420, train : gen_loss is 0.693144, disc_loss is 2.07942,, cls_loss is 2.69346
step 430, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69418
step 440, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.6937
step 450, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69336
step 460, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69318
step 470, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69313
step 480, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69308
step 490, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69309
step 500, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69307
step 510, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69306
step 520, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69306
step 530, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69307
step 540, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69307
step 550, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69306
step 560, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69305
step 570, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69305
step 580, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69314
step 590, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.6931
step 600, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69306
step 610, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69306
step 620, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69304
step 630, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69305
step 640, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69303
step 650, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69304
step 660, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69306
step 670, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69309
step 680, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69306
step 690, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69305
step 700, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69304
step 710, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69304
step 720, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69304
step 730, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69304
step 740, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69304
step 750, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69303
step 760, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69304
step 770, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69312
step 780, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69309
step 790, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69305
step 800, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69304
step 810, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69303
step 820, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69303
step 830, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69303
step 840, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69303
step 850, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69302
step 860, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69303
step 870, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69316
step 880, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.6931
step 890, train : gen_loss is 0.693144, disc_loss is 2.07955,, cls_loss is 2.69304
step 900, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69303
step 910, train : gen_loss is 0.693145, disc_loss is 2.07945,, cls_loss is 2.69302
step 920, train : gen_loss is 0.693144, disc_loss is 2.0794,, cls_loss is 2.69323
step 930, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69363
step 940, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.6933
step 950, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69309
step 960, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69304
step 970, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69309
step 980, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69306
step 990, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69314
test dataset : gen_loss is 0.693149, disc_loss is 2.07945, cls_loss is 2.69379
