step 0, train : gen_loss is 0.675251, disc_loss is 2.59036,, cls_loss is 2.74945
step 10, train : gen_loss is 0.691627, disc_loss is 2.08563,, cls_loss is 2.69812
step 20, train : gen_loss is 0.693072, disc_loss is 2.07948,, cls_loss is 2.70208
step 30, train : gen_loss is 0.693141, disc_loss is 2.07944,, cls_loss is 2.6983
step 40, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69478
step 50, train : gen_loss is 0.693136, disc_loss is 2.07944,, cls_loss is 2.69408
step 60, train : gen_loss is 0.693136, disc_loss is 2.07944,, cls_loss is 2.69357
step 70, train : gen_loss is 0.693136, disc_loss is 2.07944,, cls_loss is 2.69336
step 80, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69329
step 90, train : gen_loss is 0.693132, disc_loss is 2.07944,, cls_loss is 2.69329
step 100, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69326
step 110, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69327
step 120, train : gen_loss is 0.693143, disc_loss is 2.07942,, cls_loss is 2.69333
step 130, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69332
step 140, train : gen_loss is 0.693144, disc_loss is 2.07937,, cls_loss is 2.69323
step 150, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69319
step 160, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69312
step 170, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69322
step 180, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69328
step 190, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69322
step 200, train : gen_loss is 0.693139, disc_loss is 2.07944,, cls_loss is 2.69355
step 210, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69342
step 220, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69334
step 230, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69315
step 240, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69313
step 250, train : gen_loss is 0.693142, disc_loss is 2.07943,, cls_loss is 2.69314
step 260, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69313
step 270, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69314
step 280, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69327
step 290, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.6932
step 300, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69312
step 310, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69309
step 320, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69309
step 330, train : gen_loss is 0.693141, disc_loss is 2.07944,, cls_loss is 2.6931
step 340, train : gen_loss is 0.693144, disc_loss is 2.07946,, cls_loss is 2.69309
step 350, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.6931
step 360, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69311
step 370, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69305
step 380, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69311
step 390, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69309
step 400, train : gen_loss is 0.693138, disc_loss is 2.07944,, cls_loss is 2.69305
step 410, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69306
step 420, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69307
step 430, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69309
step 440, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69309
step 450, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69307
step 460, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69314
step 470, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69313
step 480, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69307
step 490, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69305
step 500, train : gen_loss is 0.693144, disc_loss is 2.07942,, cls_loss is 2.69305
step 510, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69306
step 520, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69307
step 530, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69304
step 540, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69305
step 550, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69303
step 560, train : gen_loss is 0.693143, disc_loss is 2.07946,, cls_loss is 2.69305
step 570, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69301
step 580, train : gen_loss is 0.693144, disc_loss is 2.07943,, cls_loss is 2.693
step 590, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69305
step 600, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69304
step 610, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69301
step 620, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69303
step 630, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69306
step 640, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69297
step 650, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69302
step 660, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 670, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69307
step 680, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69306
step 690, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69301
step 700, train : gen_loss is 0.693134, disc_loss is 2.07944,, cls_loss is 2.69305
step 710, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69299
step 720, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69301
step 730, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69304
step 740, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69297
step 750, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69295
step 760, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69303
step 770, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69297
step 780, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69304
step 790, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69303
