step 0, train : gen_loss is 0.615801, disc_loss is 2.59455,, cls_loss is 2.73479
step 10, train : gen_loss is 0.641744, disc_loss is 2.73486,, cls_loss is 2.41928
step 20, train : gen_loss is 0.666349, disc_loss is 2.71262,, cls_loss is 2.33471
step 30, train : gen_loss is 0.683807, disc_loss is 2.67805,, cls_loss is 2.41151
step 40, train : gen_loss is 0.691354, disc_loss is 2.07982,, cls_loss is 2.7671
step 50, train : gen_loss is 0.683673, disc_loss is 2.07985,, cls_loss is 2.71621
step 60, train : gen_loss is 0.683056, disc_loss is 2.07279,, cls_loss is 2.71071
step 70, train : gen_loss is 0.684171, disc_loss is 2.05688,, cls_loss is 2.70517
step 80, train : gen_loss is 0.682865, disc_loss is 2.03942,, cls_loss is 2.6995
step 90, train : gen_loss is 0.659207, disc_loss is 2.12324,, cls_loss is 2.68958
step 100, train : gen_loss is 0.629841, disc_loss is 2.12783,, cls_loss is 2.70148
step 110, train : gen_loss is 0.630006, disc_loss is 2.17523,, cls_loss is 2.70283
step 120, train : gen_loss is 0.674864, disc_loss is 2.11623,, cls_loss is 2.70388
step 130, train : gen_loss is 0.692766, disc_loss is 2.08304,, cls_loss is 2.70225
step 140, train : gen_loss is 0.693143, disc_loss is 2.08032,, cls_loss is 2.69978
step 150, train : gen_loss is 0.693144, disc_loss is 2.08109,, cls_loss is 2.69808
step 160, train : gen_loss is 0.693138, disc_loss is 2.08167,, cls_loss is 2.69812
step 170, train : gen_loss is 0.693145, disc_loss is 2.07989,, cls_loss is 2.69878
step 180, train : gen_loss is 0.693142, disc_loss is 2.07983,, cls_loss is 2.69727
step 190, train : gen_loss is 0.693144, disc_loss is 2.07961,, cls_loss is 2.69648
step 200, train : gen_loss is 0.693145, disc_loss is 2.07995,, cls_loss is 2.69573
step 210, train : gen_loss is 0.693145, disc_loss is 2.07975,, cls_loss is 2.69518
step 220, train : gen_loss is 0.693145, disc_loss is 2.0799,, cls_loss is 2.69603
step 230, train : gen_loss is 0.693145, disc_loss is 2.07959,, cls_loss is 2.69624
step 240, train : gen_loss is 0.693145, disc_loss is 2.07945,, cls_loss is 2.69586
step 250, train : gen_loss is 0.693145, disc_loss is 2.07949,, cls_loss is 2.69525
step 260, train : gen_loss is 0.693144, disc_loss is 2.07941,, cls_loss is 2.69478
step 270, train : gen_loss is 0.693145, disc_loss is 2.07951,, cls_loss is 2.69437
step 280, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69408
step 290, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69389
step 300, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69368
step 310, train : gen_loss is 0.693145, disc_loss is 2.07946,, cls_loss is 2.69359
step 320, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69349
step 330, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69337
step 340, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69336
step 350, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69328
step 360, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69323
step 370, train : gen_loss is 0.693144, disc_loss is 2.07946,, cls_loss is 2.69321
step 380, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69318
step 390, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69318
step 400, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69314
step 410, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69313
step 420, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69311
step 430, train : gen_loss is 0.693133, disc_loss is 2.07944,, cls_loss is 2.69308
step 440, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69308
step 450, train : gen_loss is 0.693145, disc_loss is 2.07946,, cls_loss is 2.69307
step 460, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69305
step 470, train : gen_loss is 0.693138, disc_loss is 2.07944,, cls_loss is 2.69306
step 480, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69305
step 490, train : gen_loss is 0.693145, disc_loss is 2.07949,, cls_loss is 2.69303
step 500, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69303
step 510, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69303
step 520, train : gen_loss is 0.693145, disc_loss is 2.07945,, cls_loss is 2.69302
step 530, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69303
step 540, train : gen_loss is 0.693145, disc_loss is 2.07943,, cls_loss is 2.69303
step 550, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69301
step 560, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69302
step 570, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69302
step 580, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69301
step 590, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69302
step 600, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69301
step 610, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.693
step 620, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69301
step 630, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69302
step 640, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 650, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69301
step 660, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69301
step 670, train : gen_loss is 0.693145, disc_loss is 2.07941,, cls_loss is 2.69301
step 680, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69301
step 690, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 700, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69301
step 710, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69302
step 720, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.693
step 730, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69301
step 740, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69301
step 750, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.693
step 760, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 770, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.693
step 780, train : gen_loss is 0.693145, disc_loss is 2.07943,, cls_loss is 2.69301
step 790, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.693
step 800, train : gen_loss is 0.693144, disc_loss is 2.07941,, cls_loss is 2.69301
step 810, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.693
step 820, train : gen_loss is 0.693109, disc_loss is 2.07944,, cls_loss is 2.693
step 830, train : gen_loss is 0.693145, disc_loss is 2.07949,, cls_loss is 2.693
step 840, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.693
step 850, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.693
step 860, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.693
step 870, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.693
step 880, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.693
step 890, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 900, train : gen_loss is 0.693123, disc_loss is 2.07944,, cls_loss is 2.69299
step 910, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69298
step 920, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 930, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69299
step 940, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 950, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69299
step 960, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.693
step 970, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.693
step 980, train : gen_loss is 0.693145, disc_loss is 2.07945,, cls_loss is 2.693
step 990, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.693
test dataset : gen_loss is 0.693149, disc_loss is 2.07945, cls_loss is 2.6937
